"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"State"	"State Code"	"Year"	"Year Code"	Projected Populations
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2023"	"2023"	20068
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2024"	"2024"	19964
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2025"	"2025"	19844
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2026"	"2026"	19689
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2027"	"2027"	19506
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2028"	"2028"	19312
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2029"	"2029"	19093
	"10-14 years"	"10-14"	"Male"	"M"	"North Dakota"	"38"	"2030"	"2030"	18858
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2004"	"2004"	421789
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2005"	"2005"	414377
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2006"	"2006"	406923
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2007"	"2007"	399054
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2008"	"2008"	392981
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2009"	"2009"	389153
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2010"	"2010"	386893
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2011"	"2011"	386693
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2012"	"2012"	387573
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2013"	"2013"	388198
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2014"	"2014"	388544
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2015"	"2015"	388324
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2016"	"2016"	386629
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2017"	"2017"	386317
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2018"	"2018"	386556
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2019"	"2019"	387138
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2020"	"2020"	387817
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2021"	"2021"	388421
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2022"	"2022"	388773
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2023"	"2023"	388701
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2024"	"2024"	388103
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2025"	"2025"	386996
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2026"	"2026"	385498
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2027"	"2027"	383724
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2028"	"2028"	381809
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2029"	"2029"	379890
	"10-14 years"	"10-14"	"Male"	"M"	"Ohio"	"39"	"2030"	"2030"	378032
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2004"	"2004"	129315
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2005"	"2005"	127538
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2006"	"2006"	125802
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2007"	"2007"	124242
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2008"	"2008"	123742
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2009"	"2009"	123716
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2010"	"2010"	124081
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2011"	"2011"	124882
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2012"	"2012"	126194
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2013"	"2013"	127888
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2014"	"2014"	129578
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2015"	"2015"	131252
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2016"	"2016"	132609
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2017"	"2017"	133550
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2018"	"2018"	133776
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2019"	"2019"	134002
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2020"	"2020"	134184
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2021"	"2021"	134375
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2022"	"2022"	134571
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2023"	"2023"	134777
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2024"	"2024"	135003
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2025"	"2025"	135275
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2026"	"2026"	135534
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2027"	"2027"	135812
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2028"	"2028"	136180
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2029"	"2029"	136657
	"10-14 years"	"10-14"	"Male"	"M"	"Oklahoma"	"40"	"2030"	"2030"	137284
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2004"	"2004"	123362
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2005"	"2005"	121547
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2006"	"2006"	120335
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2007"	"2007"	119550
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2008"	"2008"	119369
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2009"	"2009"	119923
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2010"	"2010"	120647
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2011"	"2011"	121524
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2012"	"2012"	122593
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2013"	"2013"	123483
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2014"	"2014"	124537
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2015"	"2015"	125706
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2016"	"2016"	127173
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2017"	"2017"	129239
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2018"	"2018"	132024
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2019"	"2019"	134888
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2020"	"2020"	137743
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2021"	"2021"	140497
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2022"	"2022"	143118
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2023"	"2023"	145566
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2024"	"2024"	147852
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2025"	"2025"	149949
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2026"	"2026"	151962
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2027"	"2027"	153869
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2028"	"2028"	155704
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2029"	"2029"	157460
	"10-14 years"	"10-14"	"Male"	"M"	"Oregon"	"41"	"2030"	"2030"	159148
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2004"	"2004"	440623
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2005"	"2005"	430729
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2006"	"2006"	420038
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2007"	"2007"	409102
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2008"	"2008"	399230
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2009"	"2009"	391609
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2010"	"2010"	386067
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2011"	"2011"	383714
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2012"	"2012"	383110
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2013"	"2013"	382640
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2014"	"2014"	382611
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2015"	"2015"	382919
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2016"	"2016"	382446
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2017"	"2017"	383502
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2018"	"2018"	385715
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2019"	"2019"	388298
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2020"	"2020"	391187
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2021"	"2021"	394075
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2022"	"2022"	396731
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2023"	"2023"	398895
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2024"	"2024"	400386
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2025"	"2025"	401153
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2026"	"2026"	401244
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2027"	"2027"	400755
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2028"	"2028"	399762
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2029"	"2029"	398384
	"10-14 years"	"10-14"	"Male"	"M"	"Pennsylvania"	"42"	"2030"	"2030"	396714
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2004"	"2004"	40110
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2005"	"2005"	39449
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2006"	"2006"	38492
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2007"	"2007"	37537
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2008"	"2008"	36688
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2009"	"2009"	35887
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2010"	"2010"	35156
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2011"	"2011"	34749
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2012"	"2012"	34430
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2013"	"2013"	34223
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2014"	"2014"	34182
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2015"	"2015"	34330
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2016"	"2016"	34431
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2017"	"2017"	34658
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2018"	"2018"	34904
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2019"	"2019"	35254
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2020"	"2020"	35650
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2021"	"2021"	36056
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2022"	"2022"	36461
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2023"	"2023"	36818
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2024"	"2024"	37124
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2025"	"2025"	37358
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2026"	"2026"	37534
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2027"	"2027"	37640
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2028"	"2028"	37707
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2029"	"2029"	37743
	"10-14 years"	"10-14"	"Male"	"M"	"Rhode Island"	"44"	"2030"	"2030"	37719
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2004"	"2004"	154576
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2005"	"2005"	151469
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2006"	"2006"	148204
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2007"	"2007"	145882
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2008"	"2008"	144331
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2009"	"2009"	143758
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2010"	"2010"	144151
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2011"	"2011"	146169
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2012"	"2012"	148008
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2013"	"2013"	149521
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2014"	"2014"	151058
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2015"	"2015"	152014
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2016"	"2016"	151925
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2017"	"2017"	152296
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2018"	"2018"	152874
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2019"	"2019"	153593
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2020"	"2020"	154408
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2021"	"2021"	155224
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2022"	"2022"	155977
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2023"	"2023"	156643
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2024"	"2024"	157188
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2025"	"2025"	157629
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2026"	"2026"	158029
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2027"	"2027"	158463
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2028"	"2028"	158989
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2029"	"2029"	159623
	"10-14 years"	"10-14"	"Male"	"M"	"South Carolina"	"45"	"2030"	"2030"	160399
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2004"	"2004"	29399
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2005"	"2005"	28905
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2006"	"2006"	28455
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2007"	"2007"	28073
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2008"	"2008"	27777
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2009"	"2009"	27779
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2010"	"2010"	27939
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2011"	"2011"	28106
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2012"	"2012"	28348
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2013"	"2013"	28644
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2014"	"2014"	28744
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2015"	"2015"	28912
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2016"	"2016"	29112
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2017"	"2017"	29289
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2018"	"2018"	29470
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2019"	"2019"	29651
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2020"	"2020"	29773
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2021"	"2021"	29840
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2022"	"2022"	29850
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2023"	"2023"	29817
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2024"	"2024"	29726
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2025"	"2025"	29583
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2026"	"2026"	29422
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2027"	"2027"	29269
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2028"	"2028"	29103
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2029"	"2029"	28956
	"10-14 years"	"10-14"	"Male"	"M"	"South Dakota"	"46"	"2030"	"2030"	28835
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2004"	"2004"	210535
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2005"	"2005"	208781
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2006"	"2006"	206498
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2007"	"2007"	204616
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2008"	"2008"	203755
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2009"	"2009"	204277
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2010"	"2010"	205121
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2011"	"2011"	207756
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2012"	"2012"	210714
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2013"	"2013"	213551
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2014"	"2014"	215725
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2015"	"2015"	217607
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2016"	"2016"	218271
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2017"	"2017"	219522
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2018"	"2018"	220684
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2019"	"2019"	222180
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2020"	"2020"	223889
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2021"	"2021"	225796
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2022"	"2022"	227822
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2023"	"2023"	229893
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2024"	"2024"	231974
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2025"	"2025"	234098
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2026"	"2026"	236248
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2027"	"2027"	238494
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2028"	"2028"	240881
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2029"	"2029"	243473
	"10-14 years"	"10-14"	"Male"	"M"	"Tennessee"	"47"	"2030"	"2030"	246299
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2004"	"2004"	869549
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2005"	"2005"	867735
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2006"	"2006"	866073
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2007"	"2007"	863205
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2008"	"2008"	862223
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2009"	"2009"	865221
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2010"	"2010"	874879
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2011"	"2011"	895866
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2012"	"2012"	922374
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2013"	"2013"	953069
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2014"	"2014"	984955
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2015"	"2015"	1014132
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2016"	"2016"	1034827
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2017"	"2017"	1054447
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2018"	"2018"	1072111
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2019"	"2019"	1089097
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2020"	"2020"	1105216
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2021"	"2021"	1120624
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2022"	"2022"	1135321
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2023"	"2023"	1149217
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2024"	"2024"	1162314
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2025"	"2025"	1174729
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2026"	"2026"	1186418
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2027"	"2027"	1197758
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2028"	"2028"	1209218
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2029"	"2029"	1221121
	"10-14 years"	"10-14"	"Male"	"M"	"Texas"	"48"	"2030"	"2030"	1233857
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2004"	"2004"	100873
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2005"	"2005"	101313
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2006"	"2006"	101734
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2007"	"2007"	102839
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2008"	"2008"	104363
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2009"	"2009"	106685
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2010"	"2010"	109329
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2011"	"2011"	112203
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2012"	"2012"	115108
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2013"	"2013"	117493
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2014"	"2014"	119377
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2015"	"2015"	120583
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2016"	"2016"	121648
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2017"	"2017"	122445
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2018"	"2018"	123525
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2019"	"2019"	124546
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2020"	"2020"	125536
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2021"	"2021"	126530
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2022"	"2022"	127597
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2023"	"2023"	128752
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2024"	"2024"	130018
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2025"	"2025"	131382
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2026"	"2026"	132850
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2027"	"2027"	134444
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2028"	"2028"	136223
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2029"	"2029"	138189
	"10-14 years"	"10-14"	"Male"	"M"	"Utah"	"49"	"2030"	"2030"	140332
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2004"	"2004"	22915
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2005"	"2005"	22284
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2006"	"2006"	21558
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2007"	"2007"	20952
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2008"	"2008"	20310
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2009"	"2009"	19848
	"10-14 years"	"10-14"	"Male"	"M"	"Vermont"	"50"	"2010"	"2010"	19515
