"Notes"	"State"	"State Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"Female"	"F"	"85+ years"	"85+"	"Nov., 2017"	"2017/11"	3156	Not Applicable	Not Applicable
	"Florida"	"12"	"Female"	"F"	"85+ years"	"85+"	"Dec., 2017"	"2017/12"	3514	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Jan., 2017"	"2017/01"	56	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Feb., 2017"	"2017/02"	63	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Mar., 2017"	"2017/03"	55	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Apr., 2017"	"2017/04"	48	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"May, 2017"	"2017/05"	76	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Jun., 2017"	"2017/06"	76	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Jul., 2017"	"2017/07"	71	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Aug., 2017"	"2017/08"	72	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Sep., 2017"	"2017/09"	56	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Oct., 2017"	"2017/10"	57	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Nov., 2017"	"2017/11"	58	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"< 1 year"	"1"	"Dec., 2017"	"2017/12"	74	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Jan., 2017"	"2017/01"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Feb., 2017"	"2017/02"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Jun., 2017"	"2017/06"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Jul., 2017"	"2017/07"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Sep., 2017"	"2017/09"	10	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Oct., 2017"	"2017/10"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Nov., 2017"	"2017/11"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"1-4 years"	"1-4"	"Dec., 2017"	"2017/12"	19	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Jan., 2017"	"2017/01"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Feb., 2017"	"2017/02"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Mar., 2017"	"2017/03"	24	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Apr., 2017"	"2017/04"	18	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"May, 2017"	"2017/05"	13	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Jun., 2017"	"2017/06"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Jul., 2017"	"2017/07"	14	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Aug., 2017"	"2017/08"	12	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Sep., 2017"	"2017/09"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Oct., 2017"	"2017/10"	15	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Nov., 2017"	"2017/11"	22	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"5-14 years"	"5-14"	"Dec., 2017"	"2017/12"	17	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Jan., 2017"	"2017/01"	112	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Feb., 2017"	"2017/02"	96	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Mar., 2017"	"2017/03"	120	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Apr., 2017"	"2017/04"	115	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"May, 2017"	"2017/05"	133	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Jun., 2017"	"2017/06"	120	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Jul., 2017"	"2017/07"	155	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Aug., 2017"	"2017/08"	107	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Sep., 2017"	"2017/09"	118	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Oct., 2017"	"2017/10"	115	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Nov., 2017"	"2017/11"	98	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"15-24 years"	"15-24"	"Dec., 2017"	"2017/12"	113	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Jan., 2017"	"2017/01"	236	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Feb., 2017"	"2017/02"	213	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Mar., 2017"	"2017/03"	236	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Apr., 2017"	"2017/04"	245	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"May, 2017"	"2017/05"	247	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Jun., 2017"	"2017/06"	241	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Jul., 2017"	"2017/07"	236	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Aug., 2017"	"2017/08"	233	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Sep., 2017"	"2017/09"	220	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Oct., 2017"	"2017/10"	230	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Nov., 2017"	"2017/11"	243	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"25-34 years"	"25-34"	"Dec., 2017"	"2017/12"	254	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Jan., 2017"	"2017/01"	280	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Feb., 2017"	"2017/02"	217	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Mar., 2017"	"2017/03"	275	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Apr., 2017"	"2017/04"	265	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"May, 2017"	"2017/05"	254	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Jun., 2017"	"2017/06"	294	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Jul., 2017"	"2017/07"	247	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Aug., 2017"	"2017/08"	292	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Sep., 2017"	"2017/09"	264	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Oct., 2017"	"2017/10"	307	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Nov., 2017"	"2017/11"	262	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"35-44 years"	"35-44"	"Dec., 2017"	"2017/12"	300	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Jan., 2017"	"2017/01"	599	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Feb., 2017"	"2017/02"	572	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Mar., 2017"	"2017/03"	576	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Apr., 2017"	"2017/04"	593	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"May, 2017"	"2017/05"	590	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Jun., 2017"	"2017/06"	595	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Jul., 2017"	"2017/07"	585	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Aug., 2017"	"2017/08"	586	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Sep., 2017"	"2017/09"	602	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Oct., 2017"	"2017/10"	579	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Nov., 2017"	"2017/11"	556	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"45-54 years"	"45-54"	"Dec., 2017"	"2017/12"	610	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Jan., 2017"	"2017/01"	1334	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Feb., 2017"	"2017/02"	1260	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Mar., 2017"	"2017/03"	1358	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Apr., 2017"	"2017/04"	1255	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"May, 2017"	"2017/05"	1265	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Jun., 2017"	"2017/06"	1288	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Jul., 2017"	"2017/07"	1278	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Aug., 2017"	"2017/08"	1313	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Sep., 2017"	"2017/09"	1327	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Oct., 2017"	"2017/10"	1349	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Nov., 2017"	"2017/11"	1321	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"55-64 years"	"55-64"	"Dec., 2017"	"2017/12"	1354	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Jan., 2017"	"2017/01"	2018	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Feb., 2017"	"2017/02"	1861	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Mar., 2017"	"2017/03"	1985	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Apr., 2017"	"2017/04"	1803	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"May, 2017"	"2017/05"	1868	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Jun., 2017"	"2017/06"	1756	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Jul., 2017"	"2017/07"	1777	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Aug., 2017"	"2017/08"	1870	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Sep., 2017"	"2017/09"	1853	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Oct., 2017"	"2017/10"	1786	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Nov., 2017"	"2017/11"	1783	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"65-74 years"	"65-74"	"Dec., 2017"	"2017/12"	1966	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Jan., 2017"	"2017/01"	2344	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Feb., 2017"	"2017/02"	2063	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Mar., 2017"	"2017/03"	2334	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Apr., 2017"	"2017/04"	2256	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"May, 2017"	"2017/05"	2180	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Jun., 2017"	"2017/06"	2076	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Jul., 2017"	"2017/07"	2165	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Aug., 2017"	"2017/08"	2104	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Sep., 2017"	"2017/09"	2133	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Oct., 2017"	"2017/10"	2175	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Nov., 2017"	"2017/11"	2200	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"75-84 years"	"75-84"	"Dec., 2017"	"2017/12"	2426	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Jan., 2017"	"2017/01"	2461	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Feb., 2017"	"2017/02"	2313	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Mar., 2017"	"2017/03"	2437	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Apr., 2017"	"2017/04"	2226	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"May, 2017"	"2017/05"	2197	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Jun., 2017"	"2017/06"	2070	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Jul., 2017"	"2017/07"	2130	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Aug., 2017"	"2017/08"	2192	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Sep., 2017"	"2017/09"	2233	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Oct., 2017"	"2017/10"	2295	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Nov., 2017"	"2017/11"	2198	Not Applicable	Not Applicable
	"Florida"	"12"	"Male"	"M"	"85+ years"	"85+"	"Dec., 2017"	"2017/12"	2399	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Jan., 2017"	"2017/01"	40	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Feb., 2017"	"2017/02"	27	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Mar., 2017"	"2017/03"	48	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Apr., 2017"	"2017/04"	36	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"May, 2017"	"2017/05"	42	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Jun., 2017"	"2017/06"	33	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Jul., 2017"	"2017/07"	44	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Aug., 2017"	"2017/08"	31	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Sep., 2017"	"2017/09"	41	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Oct., 2017"	"2017/10"	36	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Nov., 2017"	"2017/11"	51	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"< 1 year"	"1"	"Dec., 2017"	"2017/12"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"1-4 years"	"1-4"	"Dec., 2017"	"2017/12"	10	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"5-14 years"	"5-14"	"Apr., 2017"	"2017/04"	10	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Jan., 2017"	"2017/01"	25	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Feb., 2017"	"2017/02"	21	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Mar., 2017"	"2017/03"	24	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Apr., 2017"	"2017/04"	19	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"May, 2017"	"2017/05"	29	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Jun., 2017"	"2017/06"	28	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Jul., 2017"	"2017/07"	21	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Aug., 2017"	"2017/08"	32	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Sep., 2017"	"2017/09"	34	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Oct., 2017"	"2017/10"	28	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Nov., 2017"	"2017/11"	22	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"15-24 years"	"15-24"	"Dec., 2017"	"2017/12"	23	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Jan., 2017"	"2017/01"	61	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Feb., 2017"	"2017/02"	56	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Mar., 2017"	"2017/03"	50	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Apr., 2017"	"2017/04"	53	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"May, 2017"	"2017/05"	45	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Jun., 2017"	"2017/06"	46	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Jul., 2017"	"2017/07"	46	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Aug., 2017"	"2017/08"	62	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Sep., 2017"	"2017/09"	43	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Oct., 2017"	"2017/10"	44	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Nov., 2017"	"2017/11"	60	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"25-34 years"	"25-34"	"Dec., 2017"	"2017/12"	75	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Jan., 2017"	"2017/01"	103	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Feb., 2017"	"2017/02"	68	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Mar., 2017"	"2017/03"	93	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Apr., 2017"	"2017/04"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"May, 2017"	"2017/05"	84	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Jun., 2017"	"2017/06"	86	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Jul., 2017"	"2017/07"	98	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Aug., 2017"	"2017/08"	80	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Sep., 2017"	"2017/09"	99	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Oct., 2017"	"2017/10"	88	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Nov., 2017"	"2017/11"	87	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"35-44 years"	"35-44"	"Dec., 2017"	"2017/12"	101	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Jan., 2017"	"2017/01"	232	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Feb., 2017"	"2017/02"	178	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Mar., 2017"	"2017/03"	245	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Apr., 2017"	"2017/04"	189	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"May, 2017"	"2017/05"	214	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Jun., 2017"	"2017/06"	192	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Jul., 2017"	"2017/07"	230	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Aug., 2017"	"2017/08"	218	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Sep., 2017"	"2017/09"	194	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Oct., 2017"	"2017/10"	219	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Nov., 2017"	"2017/11"	175	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"45-54 years"	"45-54"	"Dec., 2017"	"2017/12"	233	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Jan., 2017"	"2017/01"	459	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Feb., 2017"	"2017/02"	424	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Mar., 2017"	"2017/03"	458	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Apr., 2017"	"2017/04"	424	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"May, 2017"	"2017/05"	439	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Jun., 2017"	"2017/06"	391	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Jul., 2017"	"2017/07"	448	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Aug., 2017"	"2017/08"	412	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Sep., 2017"	"2017/09"	408	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Oct., 2017"	"2017/10"	437	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Nov., 2017"	"2017/11"	465	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"55-64 years"	"55-64"	"Dec., 2017"	"2017/12"	456	Not Applicable	Not Applicable
	"Georgia"	"13"	"Female"	"F"	"65-74 years"	"65-74"	"Jan., 2017"	"2017/01"	723	Not Applicable	Not Applicable
